304,304,620,191,620,620,620,620,621,622,623,178,97,97,465,
97,63,177,620,620,620,620,621,622,623,178,97,97,97,497,
97,97,97,177,304,304,304,304,304,178,97,97,97,63,97,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
201,202,65,65,65,65,65,65,65,65,65,65,73,74,75,
233,234,65,65,65,65,65,65,65,65,65,65,105,106,107,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,201,202,65,
65,65,65,65,65,65,65,65,65,65,65,65,233,234,65,
196,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
228,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
466,65,65,65,65,65,65,65,65,65,65,65,65,65,465,
498,65,65,65,65,65,65,65,65,65,65,65,65,65,497,
65,65,65,65,65,65,65,65,65,65,65,63,64,65,65,
73,74,75,76,65,65,65,65,65,65,65,65,65,65,65,
105,106,107,108,65,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,105,
97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,
129,129,129,129,129,129,129,129,129,129,129,129,129,129,130,
161,161,161,161,161,161,161,161,161,161,161,161,161,161,162,
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
217,202,97,97,97,97,97,9,97,97,97,97,78,97,97,
249,234,97,97,97,97,97,97,97,97,97,97,97,97,97,
97,97,97,97,97,97,97,97,97,97,97,97,10,97,97,
97,97,97,97,63,97,97,97,97,97,97,97,97,97,97,
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,
97,97,10,97,97,97,97,97,97,97,97,97,97,97,97,
97,97,97,97,97,97,97,97,97,97,97,97,549,515,516,
97,97,97,97,97,97,97,97,63,97,97,97,97,97,97,
97,97,97,97,97,97,97,97,97,97,97,97,65,97,97,
97,9,97,97,97,97,97,97,201,202,97,97,97,97,97,
97,97,97,97,97,97,97,97,233,234,97,97,78,97,97,
97,97,97,97,97,97,97,97,65,97,97,97,97,97,97,
97,97,97,97,97,97,97,97,10,97,97,97,97,195,196,
65,97,97,97,97,97,97,97,97,97,97,97,97,227,228,
65,520,97,97,97,97,97,97,97,97,97,97,97,97,97,
520,97,97,97,97,97,97,97,97,97,97,97,555,556,557,
97,69,70,97,97,97,97,97,97,97,97,65,97,97,97,
97,101,102,97,201,202,97,97,97,97,97,97,97,201,218,
195,196,97,97,233,234,97,97,97,97,97,97,97,233,250,
227,228,97,97,97,97,97,97,97,97,69,70,97,97,97,
97,97,97,97,97,97,97,97,97,97,101,102,97,97,97,
65,65,65,65,78,65,65,65,65,65,65,65,65,65,65,
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
