15,77,15,77,15,77,15,77,15,77,15,77,15,77,15,
77,15,77,15,77,15,77,15,77,15,77,15,77,15,77,
15,77,15,77,15,77,15,77,15,77,15,77,15,77,15,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,107,107,0,107,107,107,0,107,107,107,0,107,107,107,
107,0,107,0,107,0,107,0,107,0,0,0,107,0,0,
107,107,107,0,107,0,107,0,107,107,107,0,107,107,107,
107,0,107,0,107,0,107,0,0,0,107,0,0,0,107,
107,107,107,0,107,107,107,0,107,107,107,0,107,107,107,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,74,0,0,74,0,0,74,0,0,74,0,0,74,0,
0,74,0,0,74,0,0,74,0,0,74,0,0,74,0,
0,74,0,0,74,0,0,74,0,0,74,0,0,74,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,74,0,0,74,0,0,74,0,0,74,0,0,74,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,0,0,0,0,0,0,0,0,0,0,0,0,0,124,
109,124,0,0,0,0,0,0,0,0,0,0,0,124,109,
123,109,124,0,0,0,0,0,0,0,0,0,124,109,123,
123,47,109,124,0,0,0,0,0,0,0,124,109,47,123,
31,123,123,109,124,0,0,0,0,0,124,109,123,123,31,
123,47,109,124,0,0,0,0,0,0,0,124,109,47,123,
123,109,124,0,0,0,0,0,0,0,0,0,124,109,123,
109,124,0,0,0,0,0,0,0,0,0,0,0,124,109,
124,0,0,0,0,0,0,0,0,0,0,0,0,0,124,
124,0,0,0,0,0,0,0,0,0,0,0,0,0,124,
109,124,0,0,0,0,0,0,0,0,0,0,0,124,109,
123,109,124,0,0,0,0,0,0,0,0,0,124,109,123,
123,47,109,124,0,0,0,0,0,0,0,124,109,47,123,
31,123,123,109,124,0,0,0,0,0,124,109,123,123,31,
123,47,109,124,0,0,0,0,0,0,0,124,109,47,123,
123,109,124,0,0,0,0,0,0,0,0,0,124,109,123,
109,124,0,0,0,0,0,0,0,0,0,0,0,124,109,
124,0,0,0,0,0,0,0,0,0,0,0,0,0,124,
124,0,0,0,0,0,0,0,0,0,0,0,0,0,124,
109,124,0,0,0,0,0,0,0,0,0,0,0,124,109,
123,109,124,0,0,0,0,0,0,0,0,0,124,109,123,
123,47,109,124,0,0,0,0,0,0,0,124,109,47,123,
31,123,123,109,124,0,0,0,0,0,124,109,123,123,31,
123,47,109,124,0,0,0,0,0,0,0,124,109,47,123,
123,109,107,0,0,0,0,0,0,0,0,0,107,109,123,
109,107,0,0,0,0,0,0,0,0,0,0,0,107,109,
107,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
107,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
109,107,0,0,0,0,0,0,0,0,0,0,0,107,109,
123,109,107,0,0,0,0,0,0,0,0,0,107,109,123,
123,47,109,107,0,0,0,0,0,0,0,107,109,47,123,
31,123,123,109,107,0,0,0,0,0,107,109,123,123,31
