135,136,107,108,107,108,107,108,107,108,107,108,107,135,136,
151,152,123,124,123,124,123,124,123,124,123,124,123,151,152,
107,108,135,136,107,108,107,108,107,108,107,135,136,108,107,
123,124,151,152,123,124,123,124,123,124,123,151,152,124,123,
107,108,107,108,135,136,107,108,107,135,136,108,107,108,107,
123,124,123,124,151,152,123,124,123,151,152,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
108,107,108,107,136,135,107,108,107,135,136,107,108,107,108,
124,123,124,123,135,136,123,124,123,151,152,123,124,123,124,
108,107,136,135,108,107,107,108,107,107,108,135,136,107,108,
124,123,135,136,124,123,123,124,123,123,124,151,152,123,124,
136,135,108,107,108,107,107,108,107,107,108,107,108,135,136,
135,136,124,123,124,123,123,124,123,123,124,123,124,151,152,
107,108,135,136,107,108,107,108,107,108,107,135,136,108,107,
123,124,151,152,123,124,123,124,123,124,123,151,152,124,123,
107,108,107,108,135,136,107,108,107,135,136,108,107,108,107,
123,124,123,124,151,152,123,124,123,151,152,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
108,107,108,107,136,135,107,108,107,135,136,107,108,107,108,
124,123,124,123,135,136,123,124,123,151,152,123,124,123,124,
108,107,136,135,108,107,107,108,107,107,108,135,136,107,108,
124,123,135,136,124,123,123,124,123,123,124,151,152,123,124,
136,135,108,107,108,107,107,108,107,107,108,107,108,135,136,
135,136,124,123,124,123,123,124,123,123,124,123,124,151,152,
107,108,135,136,107,108,107,108,107,108,107,135,136,108,107,
123,124,151,152,123,124,123,124,123,124,123,151,152,124,123,
107,108,107,108,135,136,107,108,107,135,136,108,107,108,107,
123,124,123,124,151,152,123,124,123,151,152,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
107,108,107,108,107,108,135,136,135,108,107,108,107,108,107,
123,124,123,124,123,124,151,135,151,124,123,124,123,124,123,
107,108,107,108,107,108,107,108,107,108,107,108,107,108,107,
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,
361,362,362,362,362,362,362,362,362,362,362,362,362,362,378,
361,362,362,362,362,362,362,362,362,362,362,362,362,362,378,
361,362,362,362,362,362,362,362,362,362,362,362,362,362,378,
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378
